match,player_name,market_name,line,over_price,agency,under_price
Carolina Hurricanes v New York Islanders,Anders Lee,Player Shots on Goal,2.5,2.41,Pinnacle,1.515
Carolina Hurricanes v New York Islanders,Andrei Svechnikov,Player Shots on Goal,1.5,1.502,Pinnacle,2.44
Carolina Hurricanes v New York Islanders,Bo Horvat,Player Shots on Goal,2.5,2.08,Pinnacle,1.694
Carolina Hurricanes v New York Islanders,Brent Burns,Player Shots on Goal,1.5,1.515,Pinnacle,2.56
Carolina Hurricanes v New York Islanders,Jackson Blake,Player Shots on Goal,1.5,1.526,Pinnacle,2.5
Carolina Hurricanes v New York Islanders,Kyle Palmieri,Player Shots on Goal,1.5,1.531,Pinnacle,2.37
Carolina Hurricanes v New York Islanders,Logan Stankoven,Player Shots on Goal,1.5,1.555,Pinnacle,2.32
Carolina Hurricanes v New York Islanders,Noah Dobson,Player Shots on Goal,1.5,1.485,Pinnacle,2.48
Carolina Hurricanes v New York Islanders,Sebastian Aho,Player Shots on Goal,2.5,1.943,Pinnacle,1.8
Carolina Hurricanes v New York Islanders,Seth Jarvis,Player Shots on Goal,2.5,2,Pinnacle,1.751
Carolina Hurricanes v New York Islanders,Taylor Hall,Player Shots on Goal,2.5,2.4,Pinnacle,1.52
Carolina Hurricanes v New York Islanders,Tony DeAngelo,Player Shots on Goal,1.5,1.775,Pinnacle,1.97
Chicago Blackhawks v Utah Hockey Club,Artyom Levshunov,Player Shots on Goal,1.5,2,Pinnacle,1.819
Chicago Blackhawks v Utah Hockey Club,Barrett Hayton,Player Shots on Goal,1.5,1.684,Pinnacle,2.1
Chicago Blackhawks v Utah Hockey Club,Clayton Keller,Player Shots on Goal,2.5,1.833,Pinnacle,1.9
Chicago Blackhawks v Utah Hockey Club,Connor Bedard,Player Shots on Goal,2.5,2.4,Pinnacle,1.571
Chicago Blackhawks v Utah Hockey Club,Dylan Guenther,Player Shots on Goal,2.5,1.512,Pinnacle,2.55
Chicago Blackhawks v Utah Hockey Club,Frank Nazar,Player Shots on Goal,1.5,1.97,Pinnacle,1.781
Chicago Blackhawks v Utah Hockey Club,Ilya Mikheyev,Player Shots on Goal,1.5,1.735,Pinnacle,2.11
Chicago Blackhawks v Utah Hockey Club,Logan Cooley,Player Shots on Goal,1.5,1.476,Pinnacle,2.51
Chicago Blackhawks v Utah Hockey Club,Mikhail Sergachev,Player Shots on Goal,1.5,1.757,Pinnacle,2
Chicago Blackhawks v Utah Hockey Club,Nick Schmaltz,Player Shots on Goal,2.5,2.52,Pinnacle,1.518
Chicago Blackhawks v Utah Hockey Club,Ryan Donato,Player Shots on Goal,2.5,2.13,Pinnacle,1.719
Chicago Blackhawks v Utah Hockey Club,Tyler Bertuzzi,Player Shots on Goal,1.5,2.09,Pinnacle,1.689
Florida Panthers v Montreal Canadiens,Aleksander Barkov,Player Shots on Goal,2.5,2.21,Pinnacle,1.606
Florida Panthers v Montreal Canadiens,Anton Lundell,Player Shots on Goal,1.5,1.84,Pinnacle,1.9
Florida Panthers v Montreal Canadiens,Brad Marchand,Player Shots on Goal,2.5,2.12,Pinnacle,1.671
Florida Panthers v Montreal Canadiens,Brendan Gallagher,Player Shots on Goal,1.5,2.15,Pinnacle,1.645
Florida Panthers v Montreal Canadiens,Carter Verhaeghe,Player Shots on Goal,2.5,1.806,Pinnacle,1.934
Florida Panthers v Montreal Canadiens,Cole Caufield,Player Shots on Goal,2.5,1.862,Pinnacle,1.877
Florida Panthers v Montreal Canadiens,Evan Rodrigues,Player Shots on Goal,1.5,1.628,Pinnacle,2.18
Florida Panthers v Montreal Canadiens,Gustav Forsling,Player Shots on Goal,1.5,1.507,Pinnacle,2.43
Florida Panthers v Montreal Canadiens,Juraj Slafkovsky,Player Shots on Goal,1.5,1.813,Pinnacle,1.925
Florida Panthers v Montreal Canadiens,Mackie Samoskevich,Player Shots on Goal,2.5,2.15,Pinnacle,1.649
Florida Panthers v Montreal Canadiens,Mike Matheson,Player Shots on Goal,1.5,2.01,Pinnacle,1.74
Florida Panthers v Montreal Canadiens,Nick Suzuki,Player Shots on Goal,1.5,1.591,Pinnacle,2.25
Florida Panthers v Montreal Canadiens,Patrik Laine,Player Shots on Goal,1.5,1.526,Pinnacle,2.39
Florida Panthers v Montreal Canadiens,Sam Bennett,Player Shots on Goal,2.5,1.537,Pinnacle,2.36
Florida Panthers v Montreal Canadiens,Sam Reinhart,Player Shots on Goal,2.5,1.641,Pinnacle,2.16
Florida Panthers v Montreal Canadiens,Seth Jones,Player Shots on Goal,1.5,1.476,Pinnacle,2.5
